JunctionID	SJ.Chr	SJ.Start	SJ.Stop	SJ.Strand	Gene	Copy_Name	Copy_Count	SRR924570.F.	SRR924573.F.	SRR924582.F.	SRR924585.F.	SRR924202.F.	SRR924485.F.	SRR924539.F.	SRR924540.F.	SRR924541.F.	SRR924542.F.	SRR924546.F.	SRR924547.F.	SRR924548.F.	SRR924549.F.	SRR924550.F.	SRR924551.F.	SRR924552.F.	SRR924553.F.	SRR924554.F.	SRR924555.F.	SRR924556.F.	SRR924557.F.	SRR924558.F.	SRR924559.F.	SRR924561.F.	SRR924564.F.	SRR924567.F.
Contig2_036	Contig2	52207	52362	-	RJF.Contig2.LOC11.MHCY25a	MHCY-a	3	0	0.0703333333333333	2.16666666666667	1.3	3.6	0.643333333333333	0.626666666666667	0.646666666666667	0.463333333333333	0.53	0.4	0	0.0536666666666667	1.14333333333333	1.80333333333333	1.02333333333333	0.423333333333333	0.170333333333333	4.3	0.366666666666667	0.152666666666667	3.7	3.8	0.147333333333333	0.086	22.5	3.66666666666667
Contig2_003	Contig2	5871	5965	-	RJF.Contig2.LOC02.MHCY21e	MHCY-e	3	0.00563333333333333	0.0516666666666667	2.28	1.51666666666667	0.456666666666667	0.716666666666667	0.7	0.124333333333333	0.0896666666666667	0	0.0776666666666667	0	0.0646666666666667	0.816666666666667	1.42666666666667	0.123	0.0523333333333333	0.134666666666667	0.573333333333333	0.246	0.125	5.76666666666667	8.2	0.096	0.043	3.03	0.343333333333333
Contig2_010	Contig2	13294	13377	+	RJF.Contig2.LOC04.YLEC21e	YLEC-e	3	0	0	0	0.00833333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Contig2_005	Contig2	5299	5412	-	RJF.Contig2.LOC02.MHCY21e	MHCY-e	3	0	0.0281666666666667	0.713333333333333	0.5	0.476666666666667	0.191666666666667	0.191666666666667	0.0746666666666667	0.114333333333333	0.069	0.0776666666666667	0.0175333333333333	0.0215	0.285666666666667	0.716666666666667	0.115	0.04	0.0426666666666667	0.583333333333333	0.111	0.0626666666666667	1.51666666666667	2.31333333333333	0.0320666666666667	0.0536666666666667	2.62333333333333	0.436666666666667
Contig2_001	Contig2	6748	6873	-	RJF.Contig2.LOC02.MHCY21e	MHCY-e	3	0	0.0047	0.181666666666667	0.108333333333333	0.353333333333333	0.0416666666666667	0.0666666666666667	0.0696666666666667	0.0446666666666667	0.0343333333333333	0.0666666666666667	0	0.0107666666666667	0.224333333333333	0.383333333333333	0.119	0.036	0.0071	0.330666666666667	0.0793333333333333	0.0139	0.219333333333333	0.45	0	0.0215	2.57	0.299
Contig2_015	Contig2	18004	18244	-	RJF.Contig2.LOC05.MHCY22s	MHCY-s	3	0	0.0094	1.07666666666667	0.576666666666667	0.0793333333333333	0.166666666666667	0.233333333333333	0.0199	0	0	0.0222333333333333	0	0.215	0.0816666666666667	0.173	0.0198333333333333	0.004	0.0353333333333333	0.131666666666667	0.0396666666666667	0.0346666666666667	0.676666666666667	1.11666666666667	0	0.0161333333333333	0.221	0.103333333333333
Contig2_031	Contig2	53831	53956	-	RJF.Contig2.LOC11.MHCY25a	MHCY-a	3	0.0169333333333333	0.0563333333333333	2.63	1.85	3.09333333333333	0.866666666666667	1.27666666666667	0.573333333333333	0.426666666666667	0.333333333333333	0.51	0	0.0322666666666667	2.77	5.46666666666667	0.903333333333333	0.281	0.276666666666667	2.54	1.44333333333333	0.326333333333333	1.97333333333333	3.83333333333333	0.128333333333333	0.215	20.3	2.93
Contig2_080	Contig2	123584	123838	-	RJF.Contig2.LOC21.MHCY32g	MHCY-g	1	1.95	6.54	198	140	9.31	78.7	107	1.67	1.45	1.79	1.4	2.21	8.32	26.6	51.3	2.04	1.63	26.9	29.2	19.4	25.2	150	315	2.69	4.24	28.9	16.7
Contig2_025	Contig2	32136	32261	+	RJF.Contig2.LOC07.MHCY23m	MHCY-m	2	0.254	0.2325	0	0	0.1845	0	0.025	0	0	0	0	0.0263	0.0484	0.143	0.2405	0	0	0	0.003875	0.0238	0.04165	0	0	0.106	0.145	0.00495	0
Contig2_099	Contig2	144237	144525	-	RJF.Contig2.LOC25.YLEC28b	YLEC-b	2	0.01695	0.04225	2.43	0.81	0.123	0.2875	0.475	0.02985	0.00745	0.01725	0.03335	0	0	0.092	0.102	0.00595	0.006	0.0213	0.2675	0.262	0.104	0.237	0.412	0.03845	0.0565	0.193	0.345
Contig2_089	Contig2	137086	137167	+	RJF.Contig2.LOC23.MHCY33u	MHCY-u	2	0.0339	0.0493	2	1.125	1.26	0.525	0.4625	1.55	0.985	0.795	1.1	0.0263	0.1935	0.0815	0.2965	0.91	0.8	0.04255	2.13	0.143	0.198	0.2105	0.4855	0.0481	0.0403	1.145	1.62
Contig2_027	Contig2	33054	33148	+	RJF.Contig2.LOC07.MHCY23m	MHCY-m	2	2.305	2.05	0.1025	0.0375	0.459	0.025	0.0625	0.00745	0	0	0	0.0525	0.515	0.825	1.1	0	0	0	0.0155	0.0595	0.1875	0.0263	0.0294	0.95	0.99	0.0198	0.01725
Contig2_095	Contig2	140506	140728	-	RJF.Contig2.LOC24.YLEC27a	YLEC-a	2	0.051	0.141	5.25	3.05	0.3035	0.6	1.525	0.0448	0.00745	0.0515	0.05	0	0.1775	0.255	0.361	0.04165	0.0241	0.149	1.22	0.476	0.4585	0.685	0.81	0.0865	0.2095	0.655	0.775
Contig2_058	Contig2	87708	87802	-	RJF.Contig2.LOC15.MHCY28o	MHCY-o	3	0.079	0.356666666666667	28.0333333333333	17.6666666666667	0.743333333333333	7.83333333333333	6.16666666666667	0.204	0.214	0.218333333333333	0.166666666666667	0.0526666666666667	0.41	2.09666666666667	3.13666666666667	0.321333333333333	0.192666666666667	1.19	1.44333333333333	0.976666666666667	1.57666666666667	22.2333333333333	42.3333333333333	0.320666666666667	0.423333333333333	3.29333333333333	0.863333333333333
Contig2_022	Contig2	29182	29478	+	RJF.Contig2.LOC06.YLEC22f	YLEC-f	3	0	0.0047	0.0303	0.0416666666666667	0.0191333333333333	0.00833333333333333	0.0166666666666667	0	0	0	0	0.0175333333333333	0.172	0	0	0	0	0	0.00258333333333333	0	0.00693333333333333	0.00876666666666667	0	0.0064	0	0	0.0115
Contig2_104	Contig2	147602	147686	-	RJF.Contig2.LOC26.YLEC29c	YLEC-c	2	0.01695	0.0635	1.43	0.575	0.2335	0.2125	0.55	0.067	0	0	0.0665	0	0.0484	0.092	0.111	0.0238	0.01805	0.0213	0.4225	0.1785	0.094	0.1315	0.2205	0.02885	0.0725	0.645	0.483
Contig2_043	Contig2	59262	59484	+	RJF.Contig2.LOC12.YLEC23g	YLEC-g	1	0	0	0.0227	0.025	0.0246	0	0.225	0	0.0149	0	0	0	0.161	0.0408	0	0.0357	0.012	0	0	0	0	0.0263	0.118	0	0	0.0891	0.069
Contig2_097	Contig2	144877	144969	-	RJF.Contig2.LOC25.YLEC28b	YLEC-b	2	0.4575	1.69	136	69.5	2.06	14.95	20.9	0.403	0.2835	0.2415	0.4	0.2105	1.63	2.815	3.085	0.232	0.1565	4.48	5.75	4.63	5.8	12	21.2	1.24	1.615	2.575	4.295
Contig2_002	Contig2	6242	6486	-	RJF.Contig2.LOC02.MHCY21e	MHCY-e	3	0.00563333333333333	0.0376666666666667	1.19666666666667	0.756666666666667	0.300666666666667	0.516666666666667	0.3	0.0446666666666667	0.0446666666666667	0.069	0.0443333333333333	0	0.0536666666666667	0.258666666666667	0.803333333333333	0.123	0.0443333333333333	0.127666666666667	0.245333333333333	0.135	0.0763333333333333	2.92	6.3	0.0128333333333333	0.0536666666666667	2.27333333333333	0.241333333333333
Contig2_038	Contig2	57640	57835	+	RJF.Contig2.LOC12.YLEC23g	YLEC-g	1	0	0	0.182	0.175	0.0164	0.05	0.325	0	0.0448	0	0	0	0.903	0	0.0185	0	0	0.0213	0.0155	0	0	0.684	0.441	0	0.0161	0.0792	0
Contig2_105	Contig2	147202	147490	-	RJF.Contig2.LOC26.YLEC29c	YLEC-c	2	0.01695	0.0705	3.545	1.275	0.168	0.3375	0.965	0.0895	0.02985	0.01725	0.0665	0	0.0484	0.2755	0.2405	0.04165	0.0241	0.053	0.349	0.2975	0.146	0.2765	0.4855	0.02885	0.0565	0.4405	0.4655
Contig2_021	Contig2	28992	29076	+	RJF.Contig2.LOC06.YLEC22f	YLEC-f	3	0	0	0.00756666666666667	0.025	0.0136666666666667	0.00833333333333333	0.00833333333333333	0	0.0149333333333333	0	0	0	0.0215	0	0	0.00396666666666667	0.004	0	0.00516666666666667	0	0	0.0263	0	0	0	0.043	0
Contig2_045	Contig2	63988	64232	-	RJF.Contig2.LOC13.MHCY26i	MHCY-i	3	0.0396666666666667	0.248666666666667	19.7333333333333	14.5333333333333	0.523333333333333	12.4	10.5333333333333	0.134333333333333	0.159333333333333	0.103333333333333	0.0776666666666667	0.122666666666667	0.7	1	2.47666666666667	0.131	0.0843333333333333	2.65333333333333	1.19	0.943333333333333	1.12666666666667	10.7333333333333	26.7333333333333	2.04	1.52	1.54	0.553333333333333
Contig2_020	Contig2	28740	28833	+	RJF.Contig2.LOC06.YLEC22f	YLEC-f	3	0	0.0094	0.546666666666667	0.333333333333333	0.052	0.025	0.183333333333333	0.00996666666666667	0.0199	0.0115	0.0111	0.0175333333333333	0.87	0	0.0123333333333333	0.0119	0.0120333333333333	0.0071	0.119	0.00793333333333333	0.0626666666666667	0.0175333333333333	0.108	0	0.0161333333333333	0.043	0.103333333333333
Contig2_086	Contig2	135810	135935	+	RJF.Contig2.LOC23.MHCY33u	MHCY-u	2	0.01695	0.04225	3.695	2.06	0.67	0.475	1.2	0.935	0.433	0.207	0.3	0	0.03225	0.408	0.4165	0.22	0.1805	0.085	0.82	0.4645	0.1665	0.342	0.895	0.0575	0.105	0.565	0.81
Contig2_101	Contig2	143460	143682	-	RJF.Contig2.LOC25.YLEC28b	YLEC-b	2	0.1185	0.366	21.3	10.25	0.82	2.04	3.325	0.1865	0.067	0.01725	0.0665	0.0263	0.371	0.705	0.85	0.107	0.0785	0.565	1.835	1.45	1.22	1.96	2.94	0.269	0.4435	1.11	1.38
Contig2_107	Contig2	146425	146647	-	RJF.Contig2.LOC26.YLEC29c	YLEC-c	2	0.11	0.345	23	11.4	0.71	2.2	3.475	0.1715	0.052	0	0.0835	0	0.4355	0.835	0.925	0.0835	0.0785	0.615	1.695	1.415	1.28	2.04	3.13	0.279	0.4275	1.01	1.12
Contig2_004	Contig2	5515	5597	-	RJF.Contig2.LOC02.MHCY21e	MHCY-e	3	0	0.0141	0.476666666666667	0.308333333333333	0.287	0.183333333333333	0.275	0.0646666666666667	0.0696666666666667	0.069	0.122333333333333	0	0	0.306	0.703333333333333	0.154666666666667	0.0643333333333333	0.0142	0.353333333333333	0.0713333333333333	0.0416666666666667	1.30666666666667	1.48	0.0320666666666667	0.059	2.22333333333333	0.276
Contig2_029	Contig2	33608	33676	+	RJF.Contig2.LOC07.MHCY23m	MHCY-m	2	0.0254	0.02815	0	0	0.0164	0	0	0	0	0	0	0.0263	0.01615	0	0	0	0	0	0	0	0	0	0	0.02885	0.03225	0	0
Contig2_039	Contig2	57967	58062	+	RJF.Contig2.LOC12.YLEC23g	YLEC-g	1	0.0169	0.0141	0.386	0.25	0.0738	0.075	1.07	0	0.0299	0	0	0	1.81	0.102	0.13	0	0	0.0213	0.0388	0	0.0208	1.29	1.24	0.0385	0	0.238	0.138
Contig2_056	Contig2	88585	88710	-	RJF.Contig2.LOC15.MHCY28o	MHCY-o	3	0	0.0094	0.37	0.183333333333333	0.117333333333333	0.0416666666666667	0.125	0.0298666666666667	0.0596666666666667	0.069	0.0556666666666667	0	0.0107666666666667	0.279	0.536666666666667	0.0556666666666667	0.0160666666666667	0.0353333333333333	0.212	0.214333333333333	0.0486666666666667	0.105333333333333	0.176333333333333	0.0064	0.0215	0.553333333333333	0.218333333333333
Contig2_062	Contig2	100709	100834	-	RJF.Contig2.LOC16.MHCY29v	MHCY-v	4	0	0.010575	0.6125	0.3875	0.3975	0.0875	0.2375	0.05975	0.04475	0	0.09175	0	0.0485	0.14275	0.36	0.0655	0.0241	0.05325	0.375	0.08925	0.026	0.3675	0.4275	0.03375	0.0242	1.8925	0.5
Contig2_049	Contig2	62859	63016	-	RJF.Contig2.LOC13.MHCY26i	MHCY-i	3	0.0282333333333333	0.0846666666666667	2.54666666666667	1.51	0.406666666666667	0.533333333333333	1.16	0.114333333333333	0.0696666666666667	0.023	0.0666666666666667	0.0175333333333333	0.0107666666666667	0.251666666666667	0.523333333333333	0.123	0.0643333333333333	0.156	1.18	0.222333333333333	0.125	1.01	1.86333333333333	0.160333333333333	0.086	1.21333333333333	0.413333333333333
Contig2_006	Contig2	5108	5265	-	RJF.Contig2.LOC02.MHCY21e	MHCY-e	3	0	0.0141	0.227333333333333	0.183333333333333	0.466666666666667	0.133333333333333	0.116666666666667	0.119333333333333	0.104333333333333	0.0573333333333333	0.089	0	0	0.17	0.284	0.0993333333333333	0.0321333333333333	0.0283666666666667	0.46	0.0396666666666667	0.00693333333333333	0.553333333333333	0.706666666666667	0.0128333333333333	0.00536666666666667	2.58666666666667	0.47
Contig2_073	Contig2	104455	104626	-	RJF.Contig2.LOC18.MHCY30h	MHCY-h	2	0	0	0.125	0.0875	0.0205	0	0.0125	0.00745	0.00745	0	0	0	0	0	0.0463	0.0119	0	0	0.093	0.0238	0.02085	0.066	0.059	0	0	0.0545	0.0345
Contig2_061	Contig2	86948	87105	-	RJF.Contig2.LOC15.MHCY28o	MHCY-o	3	0.0226	0.0796666666666667	1.44666666666667	0.9	0.356666666666667	0.308333333333333	0.673333333333333	0.104333333333333	0.0496666666666667	0.046	0.144333333333333	0	0.086	0.292666666666667	0.523333333333333	0.131	0.0563333333333333	0.078	0.816666666666667	0.198333333333333	0.180666666666667	1.32333333333333	1.77333333333333	0.121666666666667	0.0483333333333333	1.73	0.46
Contig2_037	Contig2	51989	52173	-	RJF.Contig2.LOC11.MHCY25a	MHCY-a	3	0.0169333333333333	0.075	2.28	1.07666666666667	3.63333333333333	0.476666666666667	0.673333333333333	0.7	0.513333333333333	0.54	0.41	0	0.0215	1.55	2.23	1.04	0.35	0.177333333333333	4.2	0.436666666666667	0.264	4.1	3.7	0.102666666666667	0.129	24.0666666666667	3.63333333333333
Contig2_034	Contig2	52612	52694	-	RJF.Contig2.LOC11.MHCY25a	MHCY-a	3	0.101666666666667	0.206666666666667	8.43333333333333	4.36666666666667	3.06	3.01666666666667	3.66666666666667	0.556666666666667	0.463333333333333	0.39	0.423333333333333	0.0175333333333333	0.129	4.83333333333333	7.46666666666667	0.826666666666667	0.329333333333333	0.523333333333333	3.4	1.69	0.833333333333333	18.1	17.5666666666667	0.43	0.516666666666667	21.1666666666667	3.5
Contig2_042	Contig2	58890	59154	+	RJF.Contig2.LOC12.YLEC23g	YLEC-g	1	0	0.0704	4.95	2.48	0.303	0.875	1.52	0.0299	0.0299	0.0345	0.0333	0	0.516	0.49	0.148	0.0476	0.0241	0.128	0.628	0.429	0.354	1.03	1.03	0.0577	0.0161	0.416	0.552
Contig2_046	Contig2	63617	63711	-	RJF.Contig2.LOC13.MHCY26i	MHCY-i	3	0	0.117333333333333	9.76666666666667	7.26666666666667	0.262333333333333	1.44333333333333	1.44333333333333	0.0446666666666667	0.0446666666666667	0.046	0.0333333333333333	0.0175333333333333	0.086	0.299333333333333	0.68	0.0713333333333333	0.0241	0.142	0.616666666666667	0.317333333333333	0.173666666666667	2.95666666666667	6.36666666666667	0.0256333333333333	0.07	1.32	0.343333333333333
Contig2_075	Contig2	117997	118241	-	RJF.Contig2.LOC19.MHCY31v	MHCY-v	4	0.02975	0.1725	10.875	5.625	0.91	2.175	3.05	0.138	0.16425	0.12925	0.13325	0.06575	0.63	1.485	2.37	0.25	0.1085	0.2975	1.2175	0.505	0.485	8.675	12.6	0.149	0.1895	5.1	1.095
Contig2_035	Contig2	52396	52509	-	RJF.Contig2.LOC11.MHCY25a	MHCY-a	3	0.0169333333333333	0.108	3.83333333333333	2.36	3.86666666666667	1.01666666666667	1.16	0.7	0.506666666666667	0.77	0.5	0.0526666666666667	0.0646666666666667	1.76333333333333	2.94333333333333	0.953333333333333	0.453333333333333	0.269666666666667	4.96666666666667	0.626666666666667	0.305666666666667	5.76666666666667	6.76666666666667	0.275666666666667	0.199	23.2666666666667	3.73333333333333
Contig2_103	Contig2	147842	147934	-	RJF.Contig2.LOC26.YLEC29c	YLEC-c	2	0.0339	0.2605	12.8	8.4	0.3605	1.69	2.1	0.1565	0.0224	0.0345	0.0665	0.0263	0.4195	0.1835	0.398	0.095	0.0482	0.595	0.56	0.369	0.52	1.5	2.925	0.0675	0.097	0.735	0.515
Contig2_074	Contig2	118503	118628	-	RJF.Contig2.LOC19.MHCY31v	MHCY-v	4	0	0.010575	0.6125	0.3875	0.3975	0.0875	0.2375	0.05975	0.04475	0	0.09175	0	0.0485	0.14275	0.36	0.0655	0.0241	0.05325	0.375	0.08925	0.026	0.3675	0.4275	0.03375	0.0242	1.895	0.5
Contig2_094	Contig2	140836	141090	-	RJF.Contig2.LOC24.YLEC27a	YLEC-a	2	0.1525	0.366	25.75	12.2	0.96	3.54	5.7	0.2015	0.1195	0.1205	0.1165	0.0263	0.387	1.02	0.9	0.119	0.0482	0.595	3.075	2.165	1.46	3.315	3.545	0.3075	0.4195	1.615	2.465
Contig2_085	Contig2	122249	122420	-	RJF.Contig2.LOC21.MHCY32g	MHCY-g	1	0	0	0.25	0.175	0.041	0	0.025	0.0149	0.0149	0	0	0	0	0	0.0926	0.0238	0	0	0.186	0.0476	0.0417	0.132	0.118	0	0	0.109	0.069
Contig2_096	Contig2	145101	145296	-	RJF.Contig2.LOC25.YLEC28b	YLEC-b	2	0.432	1.845	236.5	133	1.11	22.65	21.85	0.2685	0.112	0.1725	0.2335	0.237	3.065	2.58	3.02	0.113	0.0905	8.5	2.56	4.37	9	19.55	41.1	1.5	1.475	1.555	1.64
Contig2_011	Contig2	13483	13779	+	RJF.Contig2.LOC04.YLEC21e	YLEC-e	3	0	0	0	0	0.00546666666666667	0	0	0	0	0	0	0	0.0107666666666667	0	0	0	0	0	0.00258333333333333	0	0	0.00876666666666667	0	0	0	0	0
Contig2_023	Contig2	29661	29925	+	RJF.Contig2.LOC06.YLEC22f	YLEC-f	3	0.0113	0	0.0151666666666667	0.0333333333333333	0.0191333333333333	0	0.025	0	0	0	0	0	0.0966666666666667	0	0	0	0	0	0.00258333333333333	0	0	0.0175333333333333	0.0294	0	0	0.0066	0
Contig2_041	Contig2	58411	58707	+	RJF.Contig2.LOC12.YLEC23g	YLEC-g	1	0	0.0141	0.136	0.075	0.107	0.15	0.275	0.0149	0	0	0.0333	0	0.387	0.0816	0.111	0.0595	0.0241	0.0213	0.0465	0.0238	0	0.605	0.5	0.0385	0.0161	0.465	0.0345
Contig2_078	Contig2	117056	117169	-	RJF.Contig2.LOC19.MHCY31v	MHCY-v	4	0.008475	0.04575	1.325	0.895	0.6025	0.3375	0.6675	0.10825	0.05225	0.0775	0.09175	0.0395	0.113	0.4075	0.5925	0.1845	0.1055	0.0425	0.9075	0.137	0.10425	1.17	1.75	0.04325	0.0605	2.9	0.7575
Contig2_079	Contig2	124100	124225	-	RJF.Contig2.LOC21.MHCY32g	MHCY-g	1	0.102	0.254	6.45	4.42	2.8	2.42	5.03	0.493	0.522	0.31	0.567	0.105	0.226	1.61	3.72	0.452	0.398	0.702	8.36	1.9	0.688	3.24	7.06	0.135	0.274	9.95	6.55
Contig2_040	Contig2	58221	58305	+	RJF.Contig2.LOC12.YLEC23g	YLEC-g	1	0.0169	0	0.0227	0	0.041	0	0.05	0	0	0.0345	0	0	0.0645	0.0204	0.037	0.0119	0	0	0.0698	0	0	0.132	0	0	0	0.188	0
Contig2_019	Contig2	28419	28608	+	RJF.Contig2.LOC06.YLEC22f	YLEC-f	3	0	0	0.053	0.025	0	0.00833333333333333	0	0	0	0	0	0	0.333333333333333	0	0	0	0	0	0	0	0	0	0.0294	0	0	0.0033	0
Contig2_063	Contig2	100203	100447	-	RJF.Contig2.LOC16.MHCY29v	MHCY-v	4	0.02975	0.1725	10.875	5.625	0.91	2.175	3.05	0.138	0.16425	0.12925	0.13325	0.06575	0.63	1.485	2.37	0.25	0.1085	0.2975	1.2175	0.505	0.485	8.675	12.6	0.149	0.1895	5.1	1.1025
Contig2_048	Contig2	63050	63161	-	RJF.Contig2.LOC13.MHCY26i	MHCY-i	3	0.0169333333333333	0.0376666666666667	1.62	1.16	0.194	0.316666666666667	0.576666666666667	0.0396666666666667	0.0496666666666667	0	0.0222333333333333	0	0.086	0.17	0.284	0.0793333333333333	0.0443333333333333	0.085	0.526666666666667	0.0793333333333333	0.118	0.56	1.20666666666667	0.0383333333333333	0.0376666666666667	0.98	0.299
Contig2_087	Contig2	136197	136441	+	RJF.Contig2.LOC23.MHCY33u	MHCY-u	2	0.271	0.865	61	40	1.41	13.7	13.65	1.635	0.935	1.07	0.965	0.316	2.08	1.715	2.455	0.885	0.94	2.235	1.82	1.2	2.585	7.05	24.05	0.404	0.4195	1.295	1.155
Contig2_018	Contig2	17065	17174	-	RJF.Contig2.LOC05.MHCY22s	MHCY-s	3	0	0	0.0151666666666667	0.05	0.0273333333333333	0	0.0166666666666667	0.00996666666666667	0	0	0	0	0.0322666666666667	0.0068	0.0185333333333333	0.00396666666666667	0.004	0.0071	0.0466666666666667	0.00793333333333333	0.0277666666666667	0.035	0.0883333333333333	0	0	0.0297	0.0343333333333333
Contig2_051	Contig2	76183	76308	-	RJF.Contig2.LOC14.MHCY27t	MHCY-t	3	0	0	0.106	0.0666666666666667	0.0493333333333333	0.00833333333333333	0.0416666666666667	0	0	0	0	0	0	0.0204	0.0493333333333333	0.00396666666666667	0	0.0071	0.0206666666666667	0.0317333333333333	0	0.00876666666666667	0.049	0	0	0.076	0.023
Contig2_083	Contig2	122645	122754	-	RJF.Contig2.LOC21.MHCY32g	MHCY-g	1	0.576	1.54	20.4	15	8.77	10	20.4	1.58	1.46	1.1	1.43	0.684	1.48	7.02	10.8	1.49	1.05	3.04	36.2	5.43	3.69	20.8	29.6	0.692	0.468	25.3	18.8
Contig3_015	Contig3	53780	54011	-	RJF.Contig3.LOC09.MHCY2B7c	MHCY-B-c	1	0	0.0141	0	0.025	0.0328	0.025	0	0	0	0	0	0	0	0.0204	0.0185	0	0	0	0.0233	0	0	0	0.0588	0.0192	0	0.0396	0.0345
Contig3_018	Contig3	52843	52929	-	RJF.Contig3.LOC09.MHCY2B7c	MHCY-B-c	1	0	0	0	0	0.0328	0	0	0	0	0	0	0.105	0	0	0.0185	0	0	0	0.0155	0	0	0	0	0	0	0	0
Contig3_019	Contig3	52732	52818	-	RJF.Contig3.LOC09.MHCY2B7c	MHCY-B-c	1	0	0.0141	0	0	0.361	0.05	0	0	0	0	0	0.368	0	0.0612	0.0926	0	0	0	0.0853	0	0	0.0526	0.0588	0	0	0.0495	0.069
Contig3_038	Contig3	88033	88152	+	RJF.Contig3.LOC14.MHCY37c	MHCY-c	1	0.305	0.324	3	2.27	8.33	1.7	4.33	1.25	1.15	1.1	1.1	0	0.548	3.59	10	1.35	0.88	1.87	35.6	16.3	3.44	0.763	1.47	0.404	0.435	15.5	34
Contig3_006	Contig3	7377	7488	+	RJF.Contig3.LOC02.MHCY34b	MHCY-b	1	0.0847	0.127	1.7	1.9	2.5	2.67	3.7	0.836	0.851	0.69	0.867	0	0	0.51	1.28	0.619	0.398	0.723	9.67	0.929	0.396	1.97	3.26	1.73	1.4	4.35	4
Contig3_021	Contig3	62765	63030	-	RJF.Contig3.LOC10.MHCY35k	MHCY-k	1	0.119	0.183	3.75	3.15	0.475	1.57	1.77	1.16	0.657	0.345	0.433	0.263	0.774	0.306	0.833	0.56	0.663	1.96	1.69	0.357	0.25	0.763	2.47	0.404	0.694	0.426	0.931
Contig3_037	Contig3	77623	77780	+	RJF.Contig3.LOC13.MHCY36w	MHCY-w	1	0.0169	0.0141	1.09	0.75	0.246	0.175	0.425	0.284	0.0746	0.172	0.167	0.0526	0.0645	0.265	0.352	0.0833	0.0482	0.0638	0.705	0.143	0.104	0.658	0.676	0.0385	0.0161	0.347	0.414
Contig3_017	Contig3	53041	53123	-	RJF.Contig3.LOC09.MHCY2B7c	MHCY-B-c	1	0	0	0	0	0.254	0	0	0	0.0149	0	0	0.0526	0	0	0	0	0	0	0.0775	0	0	0	0	0	0.0161	0.0594	0.069
Contig3_050	Contig3	101841	101998	-	RJF.Contig3.LOC16.MHCY38j	MHCY-j	1	0	0.0845	0.977	0.575	1.21	0.15	0.65	0.194	0.164	0.138	0.233	0	0.0968	0.367	0.833	0.238	0.253	0.128	3.64	0.238	0.167	0.658	1.09	0.0385	0.113	3.17	2.24
Contig3_040	Contig3	88935	89029	+	RJF.Contig3.LOC14.MHCY37c	MHCY-c	1	2.47	4.01	63.2	43.5	17.2	46.8	75.7	1.94	1.91	1	1.67	1.05	8.06	16.7	23.6	2.05	1.63	28.7	116	36.1	26.8	85.4	109	3.08	2.53	29.8	44.7
Contig3_055	Contig3	131436	131690	-	RJF.Contig3.LOC21.MHCY40l	MHCY-l	2	1.1	1.515	17.3	12.9	0.9	4.515	4.81	0.92	0.3955	0.3105	0.35	0.63	2.26	0.93	2.03	0.268	0.199	1.595	1.53	0.525	0.99	3.83	13.55	1.24	1.075	1.155	1.085
Contig3_026	Contig3	65554	65749	+	RJF.Contig3.LOC11.YLEC34h	YLEC-h	1	0	0	0	0	0	0	0	0	0	0	0	0	0.419	0	0	0	0	0	0	0	0	0.0526	0	0	0	0.0693	0
Contig3_013	Contig3	45778	46409	+	RJF.Contig3.LOC08.ZNFY4b	ZNFY-b	1	0.102	0.0986	0.273	0.35	0.639	0.55	0.75	1.03	1.22	0.862	1.63	0.105	0.226	0.327	0.278	0.988	1.25	0.191	1.21	0.214	0.0833	0.579	0.559	0.115	0.194	1.28	0.759
Contig3_049	Contig3	102032	102126	-	RJF.Contig3.LOC16.MHCY38j	MHCY-j	1	0.0169	0.0141	0.659	0.25	1.15	0.1	0.275	0.164	0.224	0.241	0.333	0	0.161	0.143	0.648	0.286	0.229	0.0851	3.43	0.167	0.146	0.474	0.824	0.0769	0.0323	2.75	2.14
Contig3_024	Contig3	61815	61935	-	RJF.Contig3.LOC10.MHCY35k	MHCY-k	1	0.0678	0.113	3.41	2.45	0.951	1.62	1.65	1.61	0.716	1.03	0.867	0.368	0.387	0.633	0.722	0.619	0.831	0.638	3.38	0.0952	0.396	0.395	2.03	0.481	0.484	1.06	2
Contig3_056	Contig3	131065	131159	-	RJF.Contig3.LOC21.MHCY40l	MHCY-l	2	0.00845	0.0493	6.4	5.35	0.785	1.885	2.665	0.76	0.276	0.207	0.4165	0.0525	0.387	0.347	0.73	0.3275	0.1865	0.575	1.57	0.25	0.1875	1.275	4.72	0.202	0.395	1.175	0.67
Contig3_052	Contig3	111143	111268	+	RJF.Contig3.LOC18.MHCY39r	MHCY-r	1	0	0.0141	1.2	0.725	0.852	0.225	0.375	0.134	0.0896	0.207	0.0667	0	0.0323	0.898	1.2	0.179	0.0723	0.106	1.35	0.286	0.125	0.974	0.941	0.173	0.113	3.76	1.55
Contig3_051	Contig3	101635	101807	-	RJF.Contig3.LOC16.MHCY38j	MHCY-j	1	0.0339	0.0986	1.16	0.725	1.51	0.275	0.8	0.239	0.254	0.207	0.3	0.0526	0.0968	0.551	1.04	0.286	0.313	0.17	4.64	0.333	0.104	0.947	1.03	0.0385	0.145	3.87	2.28
